417336 1975 10 16.85 
417336 1972 4 19.16 
412797 1974 10 18.42 
413420 1972 11 8.09 
412121 1974 7 26.93 
412598 1976 4 17.39 
410498 1975 6 25.77 
412797 1971 4 17.79 
412015 1979 1 10.41 
415875 1977 1 -2.53 
416276 1971 12 12.38 
410144 1973 1 10.58 
413280 1972 5 21.96 
412906 1973 5 24.90 
412019 1970 3 11.56 
411772 1977 5 22.47 
419532 1978 6 26.30 
417336 1979 5 20.26 
416135 1975 4 12.05 
417079 1971 8 22.48 
415196 1971 3 15.25 
410639 1974 6 26.36 
412266 1978 6 26.15 
411048 1970 10 18.49 
412019 1974 9 20.88 
416135 1977 7 25.30 
411048 1973 7 27.91 
413420 1978 1 -0.27 
416892 1979 9 23.51 
410902 1973 3 16.59 
418910 1973 11 15.23 
412121 1975 7 24.43 
416892 1971 8 24.93 
413873 1972 7 25.89 
411772 1978 7 29.75 
413734 1974 5 24.85 
413734 1979 6 26.36 
417336 1973 1 1.28 
411528 1970 9 27.70 
416892 1978 1 5.10 
417336 1976 7 27.18 
413992 1975 11 12.29 
418201 1970 1 5.02 
417079 1974 11 8.70 
415018 1972 3 17.30 
413420 1972 8 28.33 
415875 1970 11 6.36 
417336 1979 2 2.56 
412679 1971 12 12.81 
413280 1975 5 22.34 
415272 1977 3 14.91 
412266 1976 1 11.15 
412679 1974 7 29.34 
411048 1979 2 8.44 
410493 1975 1 7.61 
412598 1974 9 19.34 
418433 1975 3 11.54 
417622 1973 2 13.69 
412679 1976 7 25.96 
413992 1970 8 28.45 
419532 1973 4 13.84 
410832 1979 2 8.36 
412121 1978 1 -0.58 
410120 1971 7 28.60 
410832 1973 9 24.71 
411000 1975 10 15.06 
419532 1976 10 13.10 
412906 1978 8 28.22 
410144 1974 9 24.83 
413873 1975 10 20.70 
415707 1971 11 13.28 
410144 1971 7 29.26 
416135 1977 10 15.05 
411772 1975 9 21.55 
410144 1974 6 27.47 
416892 1976 4 18.32 
413183 1977 2 12.45 
416135 1975 8 23.18 
413183 1978 11 17.00 
410498 1974 11 10.04 
411048 1973 11 17.95 
418201 1972 6 26.02 
416135 1972 1 3.63 
415272 1979 5 21.46 
410493 1978 2 5.15 
413873 1971 3 16.19 
410639 1974 2 15.19 
411772 1979 9 22.25 
411048 1976 6 24.96 
412797 1973 1 6.50 
410174 1973 11 15.82 
416794 1971 8 26.49 
411048 1978 1 3.98 
415196 1972 3 17.79 
415875 1978 3 8.12 
415196 1973 5 22.80 
416276 1970 7 27.20 
415707 1972 2 10.73 
415196 1971 6 26.81 
415196 1977 7 28.87 
410902 1976 2 14.98 
413280 1977 12 11.41 
416276 1974 6 25.53 
413992 1979 4 17.40 
415429 1972 1 11.13 
415018 1974 7 28.12 
412797 1970 5 22.45 
411528 1978 2 10.49 
411000 1977 10 15.30 
412797 1974 12 6.35 
415272 1972 11 9.66 
412266 1974 4 20.36 
416276 1977 3 15.92 
416276 1979 4 19.31 
410639 1972 2 14.14 
418433 1976 6 26.66 
412906 1976 7 26.08 
416135 1974 8 21.97 
416135 1973 9 19.81 
411000 1973 6 22.46 
416794 1979 9 22.83 
417336 1971 5 21.37 
415018 1977 3 14.04 
417622 1971 11 19.76 
415429 1971 8 27.00 
411772 1976 6 23.58 
410120 1974 5 24.50 
410493 1974 9 19.66 
412266 1974 5 24.05 
412019 1978 10 20.11 
417336 1976 4 17.08 
410493 1978 3 12.98 
413280 1970 5 21.80 
416892 1974 8 25.96 
415196 1972 1 14.09 
411528 1975 7 28.80 
415707 1975 3 13.40 
417622 1973 5 25.89 
410493 1970 4 18.92 
413992 1973 1 3.03 
417336 1978 1 -0.48 
410639 1971 5 24.96 
418433 1975 12 7.57 
418692 1972 7 23.94 
417336 1970 12 7.40 
412598 1973 9 23.30 
412598 1978 4 19.29 
415196 1971 1 13.69 
415869 1978 2 4.34 
417945 1977 4 19.58 
413873 1978 11 16.43 
410639 1977 10 22.47 
416794 1977 6 27.96 
419532 1971 8 25.01 
417945 1972 7 27.84 
416892 1976 7 26.69 
410120 1972 11 7.87 
413280 1976 9 21.96 
413992 1978 7 31.19 
415707 1974 4 20.28 
415429 1976 4 20.29 
415869 1972 2 11.23 
418433 1972 3 16.15 
418692 1979 5 15.95 
410498 1978 11 12.57 
413992 1979 9 24.53 
416276 1979 6 25.53 
412121 1979 5 19.25 
413183 1972 6 27.41 
411528 1975 12 14.04 
411138 1977 6 26.64 
410498 1974 4 17.19 
417336 1974 12 4.75 
417622 1971 7 29.81 
413734 1970 7 29.10 
415869 1974 2 10.87 
418910 1971 5 21.43 
416892 1970 10 15.23 
415196 1978 4 20.55 
418201 1978 7 27.97 
417079 1979 7 25.72 
411048 1979 5 21.46 
410174 1970 8 25.44 
410902 1979 10 21.89 
412797 1979 6 26.78 
410144 1975 11 19.30 
415875 1976 8 25.78 
415196 1973 12 11.47 
417945 1977 11 16.51 
412266 1976 8 27.16 
415196 1974 9 23.05 
416794 1974 4 18.63 
412679 1979 10 23.42 
411000 1976 3 8.00 
417079 1970 4 14.13 
415196 1972 4 21.54 
418692 1977 2 6.02 
410174 1977 5 22.97 
412906 1970 9 25.84 
412598 1972 5 20.82 
413183 1974 4 20.82 
413873 1977 8 28.65 
412679 1973 3 18.99 
413420 1979 6 25.75 
410498 1971 6 26.66 
413873 1977 3 16.02 
410120 1972 9 25.13 
413420 1977 10 18.96 
418433 1977 3 12.20 
415429 1970 2 12.16 
415196 1979 7 28.19 
413873 1975 8 26.37 
418433 1976 8 26.89 
415196 1975 1 13.18 
412266 1978 3 14.32 
415429 1975 2 11.67 
413992 1979 5 20.60 
417079 1979 8 23.43 
415196 1979 12 11.27 
416892 1972 7 27.69 
412121 1972 7 24.77 
415869 1975 5 22.59 
411528 1972 12 11.67 
412797 1971 9 24.31 
413280 1979 11 10.82 
412266 1978 2 7.33 
413280 1975 7 25.51 
413734 1973 6 26.36 
411772 1979 11 9.55 
419532 1978 8 27.41 
415875 1973 4 10.27 
412015 1974 5 26.83 
410144 1971 8 28.14 
412598 1979 10 20.80 
410174 1971 11 14.29 
418910 1971 10 19.92 
413063 1973 1 9.53 
410902 1977 7 27.90 
417622 1979 8 30.52 
416892 1976 6 27.44 
415018 1977 4 17.83 
411048 1974 10 20.02 
416892 1974 7 28.44 
415707 1972 3 18.00 
413420 1979 12 7.65 
410144 1974 5 26.55 
412906 1972 5 24.02 
410144 1978 10 22.45 
412906 1976 3 19.16 
413183 1972 1 12.90 
413992 1970 5 21.51 
410144 1970 1 10.78 
411000 1972 11 3.22 
412015 1971 6 27.95 
416892 1970 9 23.95 
411772 1976 9 21.47 
417079 1975 6 25.25 
410498 1974 7 26.61 
412906 1977 10 22.14 
417079 1973 7 25.05 
415618 1974 2 11.20 
410639 1978 8 28.01 
412797 1970 10 15.93 
412598 1974 10 18.34 
413183 1976 3 17.61 
417945 1979 4 20.34 
411772 1971 3 11.00 
412019 1971 4 18.32 
419532 1975 3 10.53 
413420 1971 7 28.71 
410493 1971 5 24.13 
410120 1971 10 18.78 
413420 1973 1 3.43 
410639 1972 4 23.81 
412266 1979 6 25.52 
413992 1971 8 24.37 
411138 1972 5 21.76 
415429 1970 10 19.60 
411000 1979 1 -3.12 
418692 1974 12 1.32 
411000 1971 9 18.98 
412598 1975 3 11.41 
412906 1974 2 13.98 
416794 1973 3 14.89 
412121 1979 9 21.92 
413063 1974 11 16.34 
415869 1970 4 19.12 
410498 1972 7 25.77 
413183 1973 7 28.51 
418201 1976 3 12.20 
410498 1979 2 7.93 
411138 1976 11 8.96 
418910 1976 11 8.61 
417945 1974 11 14.21 
412266 1977 4 19.43 
410174 1970 6 24.18 
416892 1973 8 27.14 
417336 1975 7 26.55 
416276 1970 3 13.45 
410639 1976 7 26.53 
412797 1971 12 7.86 
415272 1977 8 30.39 
413734 1979 3 14.36 
413734 1974 4 19.21 
416892 1977 1 4.84 
412015 1979 11 17.42 
412679 1979 11 14.25 
411772 1977 10 18.04 
412266 1971 1 14.06 
415618 1978 10 18.34 
411138 1977 7 28.52 
410120 1972 12 5.55 
410832 1976 10 14.53 
410832 1979 5 20.63 
410144 1977 3 18.90 
418910 1974 5 22.96 
415196 1974 2 13.69 
412015 1978 1 9.23 
416892 1973 11 13.41 
411000 1973 10 16.00 
412015 1975 2 15.29 
416135 1970 3 5.94 
413420 1976 3 14.01 
412121 1974 1 3.90 
415429 1975 5 23.69 
418201 1970 6 24.33 
413992 1970 1 4.11 
419532 1976 9 22.32 
417079 1971 1 5.61 
415707 1971 3 15.29 
411048 1973 10 21.12 
416892 1978 9 22.99 
417336 1976 3 11.55 
418201 1979 5 19.92 
410174 1974 8 24.11 
413873 1979 4 19.97 
412679 1970 5 23.27 
413420 1970 8 28.98 
411138 1972 11 8.70 
412019 1970 12 12.56 
410498 1979 4 17.35 
415618 1970 8 28.26 
415429 1979 12 11.10 
410493 1973 6 24.69 
417336 1976 11 6.90 
411528 1970 12 17.58 
411528 1972 2 15.03 
415875 1976 5 15.98 
418433 1972 11 7.67 
415196 1978 2 7.42 
415707 1975 7 26.89 
412679 1970 8 29.08 
418692 1975 3 6.56 
417945 1971 10 22.55 
415618 1971 5 20.70 
411000 1979 8 22.72 
413183 1973 5 23.21 
410902 1973 4 16.98 
413183 1976 2 16.27 
411528 1976 2 18.44 
412266 1973 4 18.09 
412906 1972 3 20.16 
411138 1973 11 14.92 
415429 1972 5 23.04 
416794 1976 5 19.99 
415869 1976 4 18.31 
417945 1977 7 29.53 
412598 1972 8 26.44 
412679 1974 9 23.28 
413873 1971 2 13.26 
418201 1974 10 16.46 
415707 1975 1 8.31 
413063 1970 9 24.88 
415196 1976 8 27.70 
415018 1975 6 25.65 
412266 1973 7 27.25 
413063 1979 9 24.32 
411772 1973 3 14.22 
411528 1973 5 26.15 
417336 1972 11 6.42 
411528 1974 2 15.46 
412015 1972 12 13.12 
410832 1978 2 5.49 
415869 1971 2 10.50 
412598 1974 12 6.72 
416135 1978 6 24.10 
419532 1970 11 10.31 
416135 1974 3 12.34 
415272 1970 2 10.93 
415196 1979 11 13.41 
410144 1976 5 22.70 
417336 1978 4 19.21 
415429 1974 7 28.39 
410120 1977 7 29.24 
419532 1979 7 27.24 
413734 1970 5 22.66 
416276 1971 4 18.95 
415875 1979 12 4.82 
410832 1971 5 23.21 
415707 1972 4 22.91 
412266 1977 10 21.56 
410902 1978 1 5.85 
411772 1975 11 12.17 
412015 1972 3 20.88 
417622 1975 1 15.17 
412019 1975 4 17.39 
417079 1975 9 19.29 
411048 1972 9 27.00 
410493 1978 7 30.22 
418692 1972 9 19.54 
413992 1970 3 9.46 
417622 1974 12 13.31 
413183 1977 1 6.24 
417336 1978 11 10.25 
413063 1971 10 23.53 
413183 1979 6 26.40 
412679 1975 1 12.00 
412019 1977 9 27.56 
416135 1977 1 -0.11 
416892 1975 9 21.59 
411000 1979 6 21.83 
419532 1973 12 7.61 
418692 1972 2 5.48 
412121 1972 2 7.35 
412679 1974 1 10.90 
411138 1973 10 19.69 
412266 1979 1 6.89 
418201 1977 2 8.93 
413280 1978 5 24.20 
415018 1977 5 23.07 
411000 1971 8 22.01 
415869 1973 2 9.06 
416135 1979 10 15.65 
410498 1972 12 7.13 
415618 1975 3 12.43 
412019 1972 7 27.50 
412797 1977 7 29.05 
410902 1975 4 18.73 
410174 1970 12 12.73 
412015 1975 8 28.16 
